,title,most_similar_1,most_similar_2,most_similar_3,most_similar_4,most_similar_5,most_similar_6,most_similar_7,most_similar_8,most_similar_9,most_similar_10
623,Do You Qualify for a Break Under These Small Biz Tax Definitions?,b'Estimated Tax Payments:  Your Questions Answered' (0.89),b'Lessons Learned From Your 2013 Tax Return' (0.83),b'Ohio Weighing Major Tax Break For Small Businesses' (0.82),b'Will an LLC Help Lower Your Business Taxes?' (0.71),b'Successful S-Corp Owners: Watch Out For A Tax Increase' (0.68),b'New Tax Penalty Targets Health Reimbursement Accounts' (0.68),b'Answers to Your Frequently Asked Questions About Incorporation' (0.68),b'A Quick Guide to What You Should Be Doing NOW for the Affordable Care Act' (0.66),b'Small Businesses Divided on Internet Sales Tax' (0.65),b'5 Things You May not Know about Small Business Taxes' (0.65)
624,The Thank You Economy:  Show You Care for People Through Social Media,b'The State of Social Media' (0.94),b'Shocker: People Do Not Read What They Share on Social Media' (0.92),b'How Can SMB Owners Learn Social Media?' (0.91),b'10 Social Media Resolutions for 2012' (0.91),b'Bieber Invests in Social Media for Teens' (0.90),b'Read Impact Equation to Help You Harness Your Social Media Message' (0.89),b'Buffer Hack Spams Social Media Followers' (0.88),b'How to Win Media Coverage as an SMB' (0.83),b'Vertical Response Acquires Social Media Platform Roost' (0.83),b'Navigating Social Media Legal Risks: Keeping Your Marketing Legally Safe' (0.78)
625,100 movies on Netflix that everyone needs to watch in their lifetime,"b""STOCKS FALL: Here's what you need to know"" (0.93)","b""STOCKS RISE: Here's what you need to know"" (0.90)","b""STOCKS GO NOWHERE: Here's what you need to know"" (0.87)",b'10 things in tech you need to know today' (0.87),b'The 10 things in advertising you need to know today' (0.86),b'10 things you need to know before the opening bell' (0.83),"b""STOCKS RALLY: Here's what you need to know"" (0.82)",b'Five Things You Need to Know to Start Your Day' (0.81),b'15 meeting etiquette rules every professional needs to know' (0.73),b'Are You Operating Your Business in Multiple States? What You Need to Know' (0.72)
626,RebelMouse CMS Lets You Share Posts from Across the Web,b'SoundCloud Introduces Program to Share Revenue with Artists' (0.67),b'WitKit Platform Lets Your Team Collaborate in Security' (0.63),b'Pinterest Contemplates Sponsored Pins' (0.62),"b'Google Databoard Lets You View Research, Create Infographics' (0.62)",b'WixMusic Lets Musicians Set the Tempo for Their Brand' (0.62),b'Go Daddy CEO Steps Down' (0.55),b'Not Sure How to Use LinkedIn for B2B? Let Us Help You' (0.51),b'Little Known Brand Monitoring Search Tricks' (0.51),"b'Disqus Introduces Sponsored Comments For Publishers, Brands' (0.50)","b'Google Announces Web Designer, Enhancements to DoubleClick' (0.49)"
627,Texas Hair Braiding Law Struck Down in Court Decision,b'FTC Ruling on Pinterest Contest Increases Urgency Over Disclosures' (0.72),b'Fox Mobile/Jamba CEO Lucy Hood Resigns; European Focus Going Forward' (0.70),b'Photographer Driven Bananas Over Wikipedia Monkey Selfies' (0.70),"b'[Techie Tuesdays] A tribute to Humblefool, the best coder that ever lived in India' (0.65)",b'The 10 most luxurious first-class plane cabins in the world' (0.64),"b'Court Reverses $338,000 Award for User Generated Content' (0.62)",b'How an English teacher conquered China : Wisdom of Jack Ma condensed into 33 quotes' (0.62),"b'Upstart: Backers Invest in You, And Your Future Earnings Repay Them' (0.61)",b'Odd Lots' (0.59),b'Odd Lots:' (0.59)
628,An Update on the Greater Opportunities for Small Business Act,b'How Much Will the Sequester Cost Small Business Contractors?' (0.93),b'Why Small Businesses Have Trouble Getting Credit' (0.92),b'How the IRS Scandal Might Benefit Small Business' (0.92),"b'Fortune 500 Thrives, But Small Businesses Not So Optimistic' (0.89)",b'Small Business Job Growth Dips in January' (0.88),b'Small Business Optimism: Status Quo or Cautious Optimism?' (0.88),b'Reward your Small Business with the Capital One Spark' (0.86),b'Peer-to-Peer Lending Club Fine-Tunes Small Business Loan Program' (0.85),b'The Island Approach: Which Are the Best Credit Cards for Small Business?' (0.85),b'As Presidential Race Tightens Small Business Plays Big Role' (0.85)
629,STOCKS RISE: Here's what you need to know,"b""STOCKS GO NOWHERE: Here's what you need to know"" (0.98)","b""STOCKS FALL: Here's what you need to know"" (0.98)",b'Five Things You Need to Know to Start Your Day' (0.94),"b""STOCKS RALLY: Here's what you need to know"" (0.93)",b'10 things you need to know before the opening bell' (0.93),b'The 10 things in advertising you need to know today' (0.92),b'100 movies on Netflix that everyone needs to watch in their lifetime' (0.90),b'10 things in tech you need to know today' (0.89),b'Mobile Payments are Exploding: What You Need to Know as a Retailer' (0.76),b'Are You Operating Your Business in Multiple States? What You Need to Know' (0.75)
630,Spotlight: BlogPaws is a Media Company That Puts Animals First,b'Read Impact Equation to Help You Harness Your Social Media Message' (0.75),b'Bieber Invests in Social Media for Teens' (0.73),b'10 Social Media Resolutions for 2012' (0.71),b'Shocker: People Do Not Read What They Share on Social Media' (0.70),b'The State of Social Media' (0.68),b'Vertical Response Acquires Social Media Platform Roost' (0.68),b'The Thank You Economy:  Show You Care for People Through Social Media' (0.68),b'Can SMB Owners Make Social Media Useful?' (0.66),b'How Can SMB Owners Learn Social Media?' (0.64),b'Read Social Marketology to Create Profitable Social Media Marketing' (0.62)
631,"Exceed Your Indiegogo Goals by 1,000 Percent with These Lessons","b'5 entrepreneurship lessons to learn from Colonel Sanders, the culprit responsible for your finger-licking mania' (0.63)",b'What is a Hashtag? And What Do You Do With Hashtags?' (0.57),b'Read Adaptability and Learn to Thrive in Any Environment' (0.56),"b'Fraudulent DMCA Takedown Requests: Finally, a Lid on Them?' (0.55)",b'Meet 15 Movers and Shakers at ICON15' (0.53),b'WhatsApp Messaging Service Reaches 400 Million Active Users' (0.52),b'10 Questions to Ask Before Applying for a Bank Loan' (0.50),b'8 Daily Steps to Compete Like a Champion' (0.48),b'5 lessons from the Bhagvad Gita for every entrepreneur' (0.47),b'[Techie Tuesdays] Manish Bhattacharya  The Kid who paid his education loan by hacking into facebook' (0.45)
632,Success Secrets of a 6-Year Old Ecommerce Business,b'Success Story of an Indian College Drop Out' (0.71),"b'21 Year Old Solves Own Acne Problem, Builds Business' (0.60)","b'The curious story of Dadi Balsara, the Parsi billionaire who stayed\nat Taj Mansingh Hotel for 36 years' (0.57)","b'VC Firm IvyCap is going into IITs, IIMs and ISB to fund startups.\nYes, Christmas just came early this year' (0.56)",b'Tech Startup Viddler is a Hometown Success Story' (0.56),b'A 30 Point Checklist for Your Startup' (0.54),b'Consumer Attitudes Indicate a New Year with Old Spending Habits' (0.53),b'Invisible Capital Reveals The Resources That Builds Success' (0.52),b'Advantages of Using eCommerce Software in Your Retail Business' (0.51),b'Getting Your Business Energy Efficient Before the Holidays' (0.50)
633,Go Daddy CEO Steps Down,b'WitKit Platform Lets Your Team Collaborate in Security' (0.79),b'What is a Database?' (0.67),"b'Anthony Smith of Insightly: How to Attract 20,000 Users in 3 Months' (0.60)",b'What is Siri? And Does Siri Have Competitors?' (0.59),b'Adobe Acquires Fotolia for $800 Million' (0.58),"b'Quip Allows Mobile Word Processing, Collaboration' (0.58)",b'Microsoft Temporarily Cuts the Price on the Surface 2' (0.57),b'Famous Bloggers Founder Loses Domain Names' (0.56),b'Rumors Are Confirmed; Instagram Adds Video' (0.56),"b'Look at Your Phone For Messages? Nope, Look at Your Pebble Smartwatch' (0.56)"
634,"Microsoft Now 5th Largest Tablet Seller, Propelled by Upbeat Ad",b'New LG Smartphone Added to the G3 Line Has a Stylus Pen' (0.80),b'Amazon Offers Comparable Tablet Cheaper Than iPad Air' (0.74),b'Amazon Introduces New Kindle Fire Tablets' (0.72),"b'Will We Soon See a Color Kindle E-Reader, Instead of Black and White?' (0.72)",b'Sony Introduces a 13 Inch Tablet That Slides Up Into A Laptop' (0.72),b'Amazon Innovates With New Tablets and e-Readers' (0.71),"b'Microsoft Drops Price of Surface Pro Tablets, Too' (0.71)",b'Microsoft Temporarily Cuts the Price on the Surface 2' (0.70),b'Amazon Launches a Phone! Fire Has a Scan and Buy Feature' (0.69),b'HP Reinventing Traditional Computers With Mini Desktop PC' (0.68)
635,Meet 15 Movers and Shakers at ICON15,b'Could Your Next Pizza be Delivered by a Drone?' (0.74),b'Birth to re-birth: The man who made Savita Bhabhi' (0.69),b'8 Daily Steps to Compete Like a Champion' (0.68),b'One on One: Michael Wu of Lithium Technologies' (0.59),"b'Anthony Smith of Insightly: How to Attract 20,000 Users in 3 Months' (0.56)",b'The Art of Pricing' (0.55),b'What Are Net Promoter Scores?' (0.54),b'45 million email subs cant be wrong: How RetailMeNot drives LTV through acquisition and engagement (VBLive)' (0.53),"b'Exceed Your Indiegogo Goals by 1,000 Percent with These Lessons' (0.53)",b'Med-tech providing sustainable solutions for healthcare' (0.52)
636,Pinterest Marketing Tool Discover Can Give Better View of Your Brand,b'45+ Tools for Content Curation and Content Marketing' (0.70),b'Marketing With Vine: Leveraging the Power of 6-Second Videos' (0.65),b'The Psychology of Color in Marketing' (0.65),"b'Disqus Introduces Sponsored Comments For Publishers, Brands' (0.62)",b'WixMusic Lets Musicians Set the Tempo for Their Brand' (0.62),b'The Evolution of Affiliate Marketing' (0.59),b'Getting Your Invention To Market' (0.59),b'IDG Entertainment: Director of Marketing' (0.57),b'Loni Stark of Adobe: Digital Marketing Solutions in the Cloud' (0.56),b'Coca-Cola: Marketing Done Right' (0.55)
637,New Asus Android Tablet Will Retail for Under $150,b'Amazon Introduces New Kindle Fire Tablets' (0.96),b'New Amazon Kindles Will Be More Like Tablets' (0.96),b'Amazon Innovates With New Tablets and e-Readers' (0.94),b'HP Announces 8 New Business Tablets' (0.86),b'Amazon Offers Comparable Tablet Cheaper Than iPad Air' (0.86),b'New LG Smartphone Added to the G3 Line Has a Stylus Pen' (0.83),b'Sony Introduces a 13 Inch Tablet That Slides Up Into A Laptop' (0.76),b'Sauca Foods:  New Flair for the Food Truck Trend' (0.74),b'What New Opportunities Does Android Wear Offer for Entrepreneurs?' (0.74),"b'Will We Soon See a Color Kindle E-Reader, Instead of Black and White?' (0.73)"
638,6 Ways You Can Emulate Top Brands,b'6 Ways to Create A Positive Brand Perception' (0.91),b'22 Ways to Renew Your Spirit and Get Your Mojo Back' (0.86),b'4 ways to tell whether it is love or lust' (0.83),b'Omnichannel done right: 4 ways to keep the communication in marketingcommunications' (0.82),b'3 Ways to Perform SEO on a Shoestring Budget' (0.81),b'12 Ways You Can Use LinkedIn for Branding to Stand Out' (0.78),b'5 Ways to Avoid BYOD Nightmares' (0.78),b'20 Ways to Kick Start Your Motivation Beginning Today' (0.77),b'13 Creative Ways to Use LinkedIn for Lead Generation' (0.67),b'Why You Need Honest Feedback and 3 Ways to Get It' (0.66)
639,13 Creative Ways to Use LinkedIn for Lead Generation,b'12 Ways You Can Use LinkedIn for Branding to Stand Out' (0.93),b'11 Ways to Use Twitter To Develop Sales Leads' (0.83),b'Not Sure How to Use LinkedIn for B2B? Let Us Help You' (0.75),b'How to Use The Linkedin Mentions Feature to Engage and Connect' (0.71),b'6 Ways to Create A Positive Brand Perception' (0.69),b'6 Ways You Can Emulate Top Brands' (0.67),b'Using the Law of Attraction to Create the Company You Want' (0.64),b'21 Often-Overlooked Ways to Generate Leads Online' (0.63),b'Omnichannel done right: 4 ways to keep the communication in marketingcommunications' (0.60),b'When and How to Use Autoresponders' (0.59)
640,"Health, tech stocks power S&P, Nasdaq to record highs",b'Oil prices fall on oversupply concerns despite output cuts' (0.83),b'Deals of the day- Mergers and acquisitions' (0.80),b'Rupee down against dollar' (0.79),b'European shares lifted by solid earnings but RBS slumps' (0.77),b'Crude oil futures fall on weak Asian cues' (0.76),b'Idea Cellular posts 74 percent drop in first quarter profit' (0.73),b'Tata Chemicals Q1 profit up 32.34 pc at Rs 279.65 crore' (0.72),"b'Copper futures rise on global cues, spot demand' (0.71)",b'Chinese yuan strengthens' (0.70),"b'After bruising China battle, Uber cedes to rival Didi' (0.69)"
641,Spotlight: Helena Tubridy Uses Hypnotherapy to Treat Infertility,b'How to Use Criminal Background Checks and Not Get Sued' (0.91),"b'Bill Gates, Warren Buffett And Oprah All Use The 5-Hour Rule' (0.89)",b'When and How to Use Autoresponders' (0.88),b'Infosys is using an algorithm to identify its next top-level leaders' (0.88),b'What is Periscope and How Do I Use It?' (0.86),b'What Not to Do When Using Internet on the Go' (0.80),b'What is Canva and How Do I Use It For My Business?' (0.75),b'10 Assets for Using Tech to Keep Your Team on Track' (0.74),b'How to Use The Linkedin Mentions Feature to Engage and Connect' (0.73),b'Expand Your Pinterest Strategy Beyond Images Using Dashboards' (0.72)
642,5 Ways Negative Reviews Are Good For Business,b'When To Respond To Negative Reviews (and not)' (0.76),b'15 Ways to Avoid Bad Online Reviews' (0.70),b'4 ways to tell whether it is love or lust' (0.66),b'22 Ways to Renew Your Spirit and Get Your Mojo Back' (0.62),b'20 Ways to Kick Start Your Motivation Beginning Today' (0.58),b'Book Review: Stretching a Dollar to Save and Make Thousands' (0.57),b'Book Review: I Love You More Than My Dog' (0.57),b'5 Ways to Avoid BYOD Nightmares' (0.55),b'Present Shock: Taking A Moment to Review the Future' (0.55),b'3 Foundational Tips to Beat Negative Online Reviews' (0.55)
643,Profit Sharing Surprise: Lenovo CEO Shares Bonus with Employees,b'Keurig CEO Regrets Big Mistake Made with the 2.0 Brewer' (0.66),b'7th Pay Commission is here! Central govt employees to receive pay hike from next month' (0.66),b'Pricing pressure in US biz cyclical in nature: Cadila Health' (0.65),b'Employers Say Wellness Programs Work' (0.64),b'How Do Your Employee Benefits Stack Up?' (0.64),b'Do You Trust Your Employees to Work Remotely?' (0.63),b'Weighing the Pros and Cons of Free City WiFi' (0.63),"b'Give Quantitative, Monetary Values to Employee Benefits or Risk Attrition' (0.60)",b'Flexible Working: Win-Win For Employers and Employees' (0.58),b'MSFT-YHOO: Links To Coverage Across Our Sites' (0.57)
644,"After bruising China battle, Uber cedes to rival Didi",b'The 10 biggest European tech stories thisweek' (0.76),b'Deals of the day- Mergers and acquisitions' (0.76),"b'India orders four maritime spy planes from Boeing, bolsters navy' (0.75)",b'USPS Cuts Saturday Mail Delivery But Will Continue Package Delivery' (0.74),b'Banks and tech firms apply blockchain to trade finance' (0.72),b'Idea Cellular posts 74 percent drop in first quarter profit' (0.72),b'European shares lifted by solid earnings but RBS slumps' (0.70),b'How Do You Feel About Raising the Minimum Wage?' (0.69),b'These were the 10 biggest European tech stories thisweek' (0.69),b'1001 Startup Ideas - Delivery Aggregator in a city' (0.69)
645,Advantages of Using eCommerce Software in Your Retail Business,b'What is Canva and How Do I Use It For My Business?' (0.81),b'When and How to Use Autoresponders' (0.78),b'What Not to Do When Using Internet on the Go' (0.73),b'What is Periscope and How Do I Use It?' (0.73),b'10 Assets for Using Tech to Keep Your Team on Track' (0.71),b'How to Use Criminal Background Checks and Not Get Sued' (0.68),b'Expand Your Pinterest Strategy Beyond Images Using Dashboards' (0.68),"b'Bill Gates, Warren Buffett And Oprah All Use The 5-Hour Rule' (0.66)",b'Pinteresting Image Optimization Tips When Using Pinterest for Business' (0.66),b'How a Small Business Can Use Big Data' (0.64)
646,6 Tactics To Drive Traffic To Your Tradeshow Booth,b'How to Promote Offline Events On The Web' (0.70),b'Getting Comfortable With Self-Promotion' (0.59),b'The 5 Types of Influencers On The Web' (0.57),b'How To Get Everything You Promised Done' (0.57),b'What is a Hashtag? And What Do You Do With Hashtags?' (0.55),b'Famous Bloggers Founder Loses Domain Names' (0.52),b'How Do I Update WordPress Plugins Automatically?' (0.51),"b'Anthony Smith of Insightly: How to Attract 20,000 Users in 3 Months' (0.51)","b'Court Reverses $338,000 Award for User Generated Content' (0.50)",b'Thanks to TheAppleBlog Sponsors!' (0.50)
647,"Bill Gates, Warren Buffett And Oprah All Use The 5-Hour Rule",b'Infosys is using an algorithm to identify its next top-level leaders' (0.90),b'How to Use Criminal Background Checks and Not Get Sued' (0.90),b'When and How to Use Autoresponders' (0.89),b'Spotlight: Helena Tubridy Uses Hypnotherapy to Treat Infertility' (0.89),b'What is Periscope and How Do I Use It?' (0.86),b'What Not to Do When Using Internet on the Go' (0.81),b'10 Assets for Using Tech to Keep Your Team on Track' (0.74),b'4 Practical SMB Uses For FourSquare' (0.74),b'What is Canva and How Do I Use It For My Business?' (0.72),b'Expand Your Pinterest Strategy Beyond Images Using Dashboards' (0.72)
648,Tweeter in Chief: Obama Twitter Account Gets Heavy Engagement,b'Twitter is Playing Favorites With People You Follow' (0.87),b'20 Reasons People Unfollow You On Twitter' (0.84),b'You Should Consider These Things When Choosing Who To Follow On Twitter' (0.84),b'10 Reasons to Boost Your Twitter Presence' (0.84),b'Bing Gives Twitter Results Including Hashtags and Handles' (0.84),b'Who Should You Follow on Twitter?' (0.84),b'Twitter Accidentally Sends Out Thousands of Reset Notices' (0.83),b'Save the Date for a Twitter Chat: Demystifying Data Backup' (0.83),b'10 Twitter Blunders Businesses Should Avoid' (0.76),b'5 Tools to Research the Demographics of Your Twitter Followers' (0.76)
649,"TheStreet.com: Marketing Manager, NYC",b'IDG Entertainment: Director of Marketing' (0.89),"b'New Line Cinema: Director, Interactive Marketing, LA' (0.78)","b'Yahoo: Director Product Management, Yahoo! Finance, Sunnyvale, CA' (0.72)",b'The Evolution of Affiliate Marketing' (0.70),b'Getting Your Invention To Market' (0.70),b'The Psychology of Color in Marketing' (0.70),b'45+ Tools for Content Curation and Content Marketing' (0.69),"b'CBS MarketWatch.com: Director of Ad Development, NYC' (0.69)",b'Raghu Raghavan of Act-On: Now is the Time to Dive Into Marketing Automation' (0.65),"b'Citysearch: Product Manager, LA' (0.64)"
650,Minbox Touts Faster Uploads Than Dropbox in Cloud Storage,b'Amazon AWS MarketPlace Puts Desktop Apps in the Cloud' (0.90),b'Amazon Cloud Storage is Unlimited but Budget Friendly' (0.84),b'Netgear Offers Storage Alternatives to the Cloud' (0.73),b'Call+ Offers Free Landline Calls To 16 Countries' (0.68),b'Podio Launches Video Conference App' (0.64),b'Lenovo A7000 Phablet Offers Super Sound and Little Interference' (0.62),"b'Nexus 6 Could Compete with iPhone 6 Plus, Other Phablets' (0.61)",b'Lawn Care Services Offered on Amazon Soon' (0.61),b'WitKit Platform Lets Your Team Collaborate in Security' (0.61),b'Rumors Are Confirmed; Instagram Adds Video' (0.60)
651,Answers About Free Wireless at Airports for Modern Travelers,b'Weighing the Pros and Cons of Free City WiFi' (0.81),b'What is a Database?' (0.67),b'CorpNet Adds Free Meeting Minutes and Corporate Document Templates' (0.63),b'Microsoft Temporarily Cuts the Price on the Surface 2' (0.60),b'Windows 8.1 For Free? A Version May Be In The Works' (0.60),b'Call+ Offers Free Landline Calls To 16 Countries' (0.56),b'How To Integrate Your Remote Office Effectively' (0.55),b'Go Daddy CEO Steps Down' (0.55),b'HP Reinventing Traditional Computers With Mini Desktop PC' (0.52),b'25 Free WordPress Plugins for Integrating Google Features' (0.50)
652,"Amazon, Quikr, Ebay, Snapdeal involved in wildlife trade: Govt",b'Lawn Care Services Offered on Amazon Soon' (0.70),b'Got a Sony Laptop? See If Your Batteries Could Be a Hazard' (0.68),b'Amazon Adds Sunday Delivery with Help from U.S. Postal Service' (0.65),b'iPad Losing to More Affordable Tablets' (0.61),b'War of Words: Reliance Jios free-data-for-three-months plan under attack' (0.60),b'Amazon Launches a Phone! Fire Has a Scan and Buy Feature' (0.60),b'New Tax Penalty Targets Health Reimbursement Accounts' (0.59),b'Amazon Cloud Storage is Unlimited but Budget Friendly' (0.59),"b'Buy  BEML, target Rs  1000  :   Kunal Bothra' (0.58)","b'Reliance Jio is yet to be launched, but is already breaking rules' (0.57)"
653,10 Ways to Save Money for Your Business,b'5 Ways to Avoid BYOD Nightmares' (0.82),b'22 Ways to Renew Your Spirit and Get Your Mojo Back' (0.71),b'4 Ways to Make or Save Money with a Smartphone' (0.70),b'Clate Mask of Infusionsoft: $54M Ways Your Small Business Can Benefit' (0.68),b'ZenPayroll Could Change the Way You Pay' (0.67),b'Omnichannel done right: 4 ways to keep the communication in marketingcommunications' (0.64),b'4 ways to tell whether it is love or lust' (0.63),b'3 Ways to Perform SEO on a Shoestring Budget' (0.57),b'20 Ways to Kick Start Your Motivation Beginning Today' (0.55),b'Why You Need Honest Feedback and 3 Ways to Get It' (0.54)
654,7th Pay Commission is here! Central govt employees to receive pay hike from next month,b'Putin and Erdogan move towards repairing Russia-Turkey ties' (0.75),b'Tata Chemicals Q1 profit up 32.34 pc at Rs 279.65 crore' (0.71),b'War of Words: Reliance Jios free-data-for-three-months plan under attack' (0.70),b'Wall Street opens little changed' (0.69),b'Keurig CEO Regrets Big Mistake Made with the 2.0 Brewer' (0.69),b'Chinese yuan strengthens' (0.68),"b'India orders four maritime spy planes from Boeing, bolsters navy' (0.67)",b'Sun TV Q1 net profit climbs 19% to Rs 233.1 crore' (0.67),b'Communicating to Employees About Health Insurance Open Enrollment' (0.66),"b'Time Warner takes stake in Hulu, lifts profit forecast' (0.66)"
655,Tata Chemicals Q1 profit up 32.34 pc at Rs 279.65 crore,b'Sun TV Q1 net profit climbs 19% to Rs 233.1 crore' (0.84),b'European shares lifted by solid earnings but RBS slumps' (0.82),b'Putin and Erdogan move towards repairing Russia-Turkey ties' (0.80),b'Oil prices fall on oversupply concerns despite output cuts' (0.79),b'Rupee down against dollar' (0.78),b'Chinese yuan strengthens' (0.78),b'Idea Cellular posts 74 percent drop in first quarter profit' (0.75),"b'Time Warner takes stake in Hulu, lifts profit forecast' (0.74)","b'Health, tech stocks power S&P, Nasdaq to record highs' (0.72)",b'7th Pay Commission is here! Central govt employees to receive pay hike from next month' (0.71)
656,Small Business Optimism: Status Quo or Cautious Optimism?,b'How Much Will the Sequester Cost Small Business Contractors?' (0.96),b'How the IRS Scandal Might Benefit Small Business' (0.96),b'Top 4 Health Insurance Trends for Small Businesses' (0.92),b'Why Small Businesses Have Trouble Getting Credit' (0.91),b'Small Business Wellness Programs and Return On Investment (ROI)' (0.91),"b'Fortune 500 Thrives, But Small Businesses Not So Optimistic' (0.89)",b'Email Erases 9 to 5 at Many Small to Mid-Sized Businesses' (0.88),b'Small Business Leads To Better Economy' (0.88),b'An Update on the Greater Opportunities for Small Business Act' (0.88),b'Small Business Job Growth Dips in January' (0.87)
657,Idea Cellular posts 74 percent drop in first quarter profit,b'Deals of the day- Mergers and acquisitions' (0.78),b'Oil prices fall on oversupply concerns despite output cuts' (0.75),b'Tata Chemicals Q1 profit up 32.34 pc at Rs 279.65 crore' (0.75),b'European shares lifted by solid earnings but RBS slumps' (0.74),b'Bank of England brings down stimulus sledgehammer to beat Brexit blues' (0.74),"b'Health, tech stocks power S&P, Nasdaq to record highs' (0.73)","b'India orders four maritime spy planes from Boeing, bolsters navy' (0.72)","b'After bruising China battle, Uber cedes to rival Didi' (0.72)",b'Rupee down against dollar' (0.71),b'Sun TV Q1 net profit climbs 19% to Rs 233.1 crore' (0.71)
658,11 Ways To Do More With Online Video,b'21 Often-Overlooked Ways to Generate Leads Online' (0.96),b'Lumiary Lights the Way for Marketing Your Online Business' (0.85),b'15 Ways to Avoid Bad Online Reviews' (0.85),b'5 Ways Business Intelligence and Online Marketing Can Work Together' (0.75),b'Top 5 Online Credibility Killers' (0.74),b'3 Ways to Perform SEO on a Shoestring Budget' (0.73),b'22 Ways to Renew Your Spirit and Get Your Mojo Back' (0.66),b'Omnichannel done right: 4 ways to keep the communication in marketingcommunications' (0.65),b'5 Ways to Avoid BYOD Nightmares' (0.65),b'Outright: Simple Online Bookkeeping for Sole Proprietors' (0.62)
659,"Anthony Smith of Insightly: How to Attract 20,000 Users in 3 Months",b'Purchase by Commenting on Instagram with Spreesy' (0.63),b'Go Daddy CEO Steps Down' (0.60),b'45 million email subs cant be wrong: How RetailMeNot drives LTV through acquisition and engagement (VBLive)' (0.59),"b'Quip Allows Mobile Word Processing, Collaboration' (0.57)",b'What is a Database?' (0.56),b'Meet 15 Movers and Shakers at ICON15' (0.56),b'Infusionsoft Gmail Integration is Now Available' (0.55),b'Infusionsoft Announces Mobile Payments and More at ICON15' (0.53),b'Weighing the Pros and Cons of Free City WiFi' (0.51),b'6 Tactics To Drive Traffic To Your Tradeshow Booth' (0.51)
660,Expand Your Pinterest Strategy Beyond Images Using Dashboards,b'What is Periscope and How Do I Use It?' (0.87),b'When and How to Use Autoresponders' (0.86),b'10 Tips for Using a Blog to Increase Email List Signups' (0.83),b'10 Assets for Using Tech to Keep Your Team on Track' (0.80),b'Pinteresting Image Optimization Tips When Using Pinterest for Business' (0.80),b'How to Use Criminal Background Checks and Not Get Sued' (0.78),b'What Not to Do When Using Internet on the Go' (0.77),b'How to Use Evernote to Help You Keep Your Blog Active' (0.77),b'What is Canva and How Do I Use It For My Business?' (0.77),b'Infosys is using an algorithm to identify its next top-level leaders' (0.76)
661,How to Create a LinkedIn Company Page That Drives Sales,b'How to Create a LinkedIn Profile That Rocks At Generating Leads' (0.86),b'Why I Linked Out on LinkedIn' (0.83),b'LinkedIn: The Professional Playground For Professional Connections' (0.83),b'LinkedIn Gets Rid of Products and Services Tab on Company Pages' (0.74),b'Nimble CRM Says LinkedIn Lock Out is a Minor Stumbling Block' (0.73),b'LinkedIn Introduces Showcase Pages for Business' (0.72),b'How to Create a Facebook Page for Your New Business' (0.72),"b'Google Databoard Lets You View Research, Create Infographics' (0.68)",b'Simple Loose Leaf Creates Subscription Service for Tea' (0.65),b'Using the Law of Attraction to Create the Company You Want' (0.62)
662,WhatsApp Messaging Service Reaches 400 Million Active Users,b'Apple Pays $200 Million for Topsy' (0.75),b'Rumors Are Confirmed; Instagram Adds Video' (0.70),"b'Look at Your Phone For Messages? Nope, Look at Your Pebble Smartwatch' (0.65)",b'Adobe Acquires Fotolia for $800 Million' (0.62),"b'Yelp Will Allow Businesses to Sell Food, Other Services' (0.60)",b'Vine: Now You Can Send Video Messages Directly to Friends and Colleagues' (0.59),"b'Yelp Loses Money, But Hits 100 Million Visitors' (0.55)",b'Amazon Adds Sunday Delivery with Help from U.S. Postal Service' (0.54),b'45 million email subs cant be wrong: How RetailMeNot drives LTV through acquisition and engagement (VBLive)' (0.52),"b'Exceed Your Indiegogo Goals by 1,000 Percent with These Lessons' (0.52)"
663,Has Your Site Been Pandalized by Google?,b'Google Releases Real-Time Reputation Problem' (0.82),b'Google Increases Transparency Around Click Fraud' (0.80),b'Google Improves AdWords Express Program' (0.80),b'Google+ Lifts Real Names Only Policy' (0.77),b'Google Gets Heavy-Handed In Local Search' (0.77),"b'Who Is Visiting our Site, Why, And What We Do About It' (0.76)",b'Google Knocks $100 Off Nexus 4' (0.75),"b'Google Updates Listings, Crowdfunding Campaigns Extended' (0.74)",b'Local Marketing and the Google Pigeon Update' (0.70),b'Picking Winning Keywords For Your SMB Site' (0.70)
664,Gluten-Free Girl Flour Gets Funded With Help From Famous Tweeter,b'12 Apps to Help Ease Anxiety' (0.59),b'Why to Think Twice About Green Labels' (0.56),b'Amazon Adds Sunday Delivery with Help from U.S. Postal Service' (0.55),b'7 Steps to Writing A Great Blog Post' (0.55),b'Looking for Blog Topics? @TheSalesLion Has a Few [BlogWorld Coverage]' (0.54),b'Oakland Program Helps Underprivileged Youth Start Businesses' (0.53),b'Famous Bloggers Founder Loses Domain Names' (0.53),b'How To Get Everything You Promised Done' (0.52),b'[Video] The Single Biggest Reason Why Startups Succeed' (0.50),b'Apps to Make Your Blogging Life Easier' (0.49)
